"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_E3659","LKT__s__Escherichia_Unclassified_E3659",14506,100,4052084381,99.97,3,2708,1317,868,2,523,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_magnum","LKT__s__Clostridium_magnum",14298,100,4052098679,99.97,2,2100,1253,1253,2,847,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_dolosa","LKT__s__Burkholderia_dolosa",13693,100,4052112372,99.97,4,3502,1667,781,3,523,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_dolichotidis","LKT__s__Bifidobacterium_dolichotidis",13669,100,4052126041,99.97,1,2793,2793,2793,1,2793,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus_Unclassified_S1_R4H1_FB","LKT__s__Bacillus_Unclassified_S1_R4H1_FB",13512,100,4052139553,99.97,1,716,716,716,1,716,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_paraputrificum","LKT__s__Clostridium_paraputrificum",13427,100,4052152980,99.97,1,1875,1875,1875,1,1875,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Unclassified","LKT__g__Parabacteroides",13115,100,4052166095,99.97,1,1956,1956,1956,1,1956,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Erysipelothrix","s__Unclassified","LKT__g__Erysipelothrix",13085,100,4052179180,99.97,5,3271,862,602,3,522,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_pascui","LKT__s__Clostridium_pascui",13060,100,4052192240,99.97,1,1744,1744,1744,1,1744,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Roseburia","s__Roseburia_Unclassified_AM59_24XD","LKT__s__Roseburia_Unclassified_AM59_24XD",12720,100,4052204960,99.97,1,1828,1828,1828,1,1828,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_anxifer","LKT__s__Achromobacter_anxifer",12580,100,4052217540,99.97,3,2709,1372,1372,3,527,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_coprophilus","LKT__s__Phocaeicola_coprophilus",12478,100,4052230018,99.97,2,1995,1170,1170,2,825,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_callimiconis","LKT__s__Bifidobacterium_callimiconis",12375,100,4052242393,99.97,2,2629,1435,1435,2,1194,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_E4742","LKT__s__Escherichia_Unclassified_E4742",12111,100,4052254504,99.97,2,1836,1228,1228,2,608,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_94_0001","LKT__s__Escherichia_Unclassified_94_0001",12093,100,4052266597,99.97,2,2164,1556,1556,2,608,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_MOD1_EC5189","LKT__s__Escherichia_Unclassified_MOD1_EC5189",11977,100,4052278574,99.97,1,1742,1742,1742,1,1742,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Cellulosilyticum","s__Unclassified","LKT__g__Cellulosilyticum",11768,100,4052290342,99.97,4,2698,1061,566,3,529,0,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_MOD1_EC4550","LKT__s__Escherichia_Unclassified_MOD1_EC4550",11743,100,4052302085,99.98,1,1643,1643,1643,1,1643,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_cepacia","LKT__s__Burkholderia_cepacia",11691,100,4052313776,99.98,5,3489,893,708,3,538,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Cronobacter","s__Cronobacter_dublinensis","LKT__s__Cronobacter_dublinensis",11630,100,4052325406,99.98,2,2001,1009,1009,2,992,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_anthina","LKT__s__Burkholderia_anthina",11591,100,4052336997,99.98,3,2715,1145,952,2,618,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_luti","LKT__s__Bacteroides_luti",11590,100,4052348587,99.98,2,2584,2025,2025,2,559,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_DH1f","LKT__s__Achromobacter_Unclassified_DH1f",11095,100,4052359682,99.98,1,2320,2320,2320,1,2320,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_NMBE5","LKT__s__Bacteroides_Unclassified_NMBE5",11080,100,4052370762,99.98,1,1208,1208,1208,1,1208,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_drakei","LKT__s__Clostridium_drakei",10730,100,4052381492,99.98,1,836,836,836,1,836,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_YB_6","LKT__s__Clostridium_Unclassified_YB_6",10293,100,4052391785,99.98,1,1355,1355,1355,1,1355,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_MYb9","LKT__s__Achromobacter_Unclassified_MYb9",10263,100,4052402048,99.98,3,2646,1416,1416,3,573,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Peptostreptococcaceae","g__Clostridioides","s__Clostridioides_difficile","LKT__s__Clostridioides_difficile",10222,100,4052412270,99.98,1,664,664,664,1,664,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_pullorum","LKT__s__Bifidobacterium_pullorum",10182,100,4052422452,99.98,2,2282,1219,1219,2,1063,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_cuniculi","LKT__s__Bifidobacterium_cuniculi",10169,100,4052432621,99.98,2,1938,1282,1282,2,656,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_phasiani","LKT__s__Bifidobacterium_phasiani",10080,100,4052442701,99.98,1,2298,2298,2298,1,2298,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shigella","s__Shigella_genomosp_SF_2015","LKT__s__Shigella_genomosp_SF_2015",10013,100,4052452714,99.98,1,1513,1513,1513,1,1513,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_ACM05","LKT__s__Achromobacter_Unclassified_ACM05",9979,100,4052462693,99.98,3,2488,1214,750,2,524,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_PHL_2737","LKT__s__Bacteroides_Unclassified_PHL_2737",9523,100,4052472216,99.98,1,1740,1740,1740,1,1740,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","s__Algoriphagus_marincola","LKT__s__Algoriphagus_marincola",9379,100,4052481595,99.98,1,1002,1002,1002,1,1002,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__Klebsiella_cf_planticola_B43","LKT__s__Klebsiella_cf_planticola_B43",9350,100,4052490945,99.98,1,1514,1514,1514,1,1514,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_Unclassified_ENT03","LKT__s__Enterobacter_Unclassified_ENT03",9174,100,4052500119,99.98,1,1413,1413,1413,1,1413,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_arsenitoxydans","LKT__s__Achromobacter_arsenitoxydans",9155,100,4052509274,99.98,4,2396,757,607,3,507,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Peptostreptococcaceae","g__Terrisporobacter","s__Unclassified","LKT__g__Terrisporobacter",9010,100,4052518284,99.98,1,1350,1350,1350,1,1350,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_MY14","LKT__s__Achromobacter_Unclassified_MY14",8779,100,4052527063,99.98,2,1565,1063,1063,2,502,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Unclassified","s__Unclassified","LKT__f__Lachnospiraceae",8754,100,4052535817,99.98,1,2289,2289,2289,1,2289,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_KTE114","LKT__s__Escherichia_Unclassified_KTE114",8695,100,4052544512,99.98,1,1870,1870,1870,1,1870,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_merdae","LKT__s__Parabacteroides_merdae",8558,100,4052553070,99.98,3,2336,1034,778,2,524,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calonectria","s__Calonectria_ilicicola","LKT__s__Calonectria_ilicicola",8511,100,4052561581,99.98,2,1848,959,959,2,889,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas_Unclassified_LM2","LKT__s__Brevundimonas_Unclassified_LM2",8494,100,4052570075,99.98,1,1896,1896,1896,1,1896,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_puraquae","LKT__s__Burkholderia_puraquae",8425,100,4052578500,99.98,1,1947,1947,1947,1,1947,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_cloacae","LKT__s__Enterobacter_cloacae",8375,100,4052586875,99.98,2,1697,997,997,2,700,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_2789STDY5608621","LKT__s__Achromobacter_Unclassified_2789STDY5608621",8151,100,4052595026,99.98,2,1895,1389,1389,2,506,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_JP2_270","LKT__s__Burkholderia_Unclassified_JP2_270",8073,100,4052603099,99.98,2,1760,1180,1180,2,580,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_SD115","LKT__s__Achromobacter_Unclassified_SD115",7887,100,4052610986,99.98,3,2496,971,854,2,671,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_marmotae","LKT__s__Escherichia_marmotae",7871,100,4052618857,99.98,2,1476,840,840,2,636,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_YIM_B02515","LKT__s__Clostridium_Unclassified_YIM_B02515",7828,100,4052626685,99.98,1,909,909,909,1,909,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Erwiniaceae","g__Unclassified","s__Unclassified","LKT__f__Erwiniaceae",7795,100,4052634480,99.98,1,1114,1114,1114,1,1114,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_Root83","LKT__s__Achromobacter_Unclassified_Root83",7516,100,4052641996,99.98,2,1937,1219,1219,2,718,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_9_1_42FAA","LKT__s__Bacteroides_Unclassified_9_1_42FAA",7440,100,4052649436,99.98,1,1337,1337,1337,1,1337,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_Se_20373","LKT__s__Burkholderia_Unclassified_Se_20373",7316,100,4052656752,99.98,1,1678,1678,1678,1,1678,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Enterocloster","s__Unclassified","LKT__g__Enterocloster",7251,100,4052664003,99.98,1,1683,1683,1683,1,1683,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Hungatella","s__Hungatella_Unclassified_L12","LKT__s__Hungatella_Unclassified_L12",7197,100,4052671200,99.98,1,1488,1488,1488,1,1488,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lapidilactobacillus","s__Lapidilactobacillus_achengensis","LKT__s__Lapidilactobacillus_achengensis",7108,100,4052678308,99.98,1,1333,1333,1333,1,1333,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Micrococcales","f__Micrococcaceae","g__Paeniglutamicibacter","s__Paeniglutamicibacter_cryotolerans","LKT__s__Paeniglutamicibacter_cryotolerans",7004,100,4052685312,99.98,1,1232,1232,1232,1,1232,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_thermarum","LKT__s__Clostridium_thermarum",6999,100,4052692311,99.98,1,664,664,664,1,664,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Vibrionales","f__Vibrionaceae","g__Vibrio","s__Vibrio_atypicus","LKT__s__Vibrio_atypicus",6997,100,4052699308,99.99,1,1993,1993,1993,1,1993,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_2789STDY5608615","LKT__s__Achromobacter_Unclassified_2789STDY5608615",6946,100,4052706254,99.99,2,1638,847,847,2,791,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Salmonella","s__Salmonella_enterica","LKT__s__Salmonella_enterica",6883,100,4052713137,99.99,2,1814,1053,1053,2,761,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_ovatus","LKT__s__Bacteroides_ovatus",6792,100,4052719929,99.99,2,1372,855,855,2,517,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_timonensis","LKT__s__Prevotella_timonensis",6732,100,4052726661,99.99,1,1437,1437,1437,1,1437,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_asburiae","LKT__s__Enterobacter_asburiae",6491,100,4052733152,99.99,1,959,959,959,1,959,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_pseudomultivorans","LKT__s__Burkholderia_pseudomultivorans",6319,100,4052739471,99.99,3,1775,689,561,2,525,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_bifidum","LKT__s__Bifidobacterium_bifidum",6312,100,4052745783,99.99,2,1608,964,964,2,644,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_avesanii","LKT__s__Bifidobacterium_avesanii",6045,100,4052751828,99.99,1,1191,1191,1191,1,1191,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_MOD1_EC5990","LKT__s__Escherichia_Unclassified_MOD1_EC5990",5977,100,4052757805,99.99,1,1112,1112,1112,1,1112,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_cebidarum","LKT__s__Bifidobacterium_cebidarum",5861,100,4052763666,99.99,1,1011,1011,1011,1,1011,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_E13S3","LKT__s__Escherichia_Unclassified_E13S3",5859,100,4052769525,99.99,1,879,879,879,1,879,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Erwiniaceae","g__Pantoea","s__Unclassified","LKT__g__Pantoea",5801,100,4052775326,99.99,1,1051,1051,1051,1,1051,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Geodermatophilales","f__Geodermatophilaceae","g__Blastococcus","s__Blastococcus_Unclassified_URHD0036","LKT__s__Blastococcus_Unclassified_URHD0036",5765,100,4052781091,99.99,1,881,881,881,1,881,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_Unclassified_RIT_418","LKT__s__Enterobacter_Unclassified_RIT_418",5748,100,4052786839,99.99,1,945,945,945,1,945,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Leclercia","s__Leclercia_adecarboxylata","LKT__s__Leclercia_adecarboxylata",5739,100,4052792578,99.99,1,988,988,988,1,988,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_AU28942","LKT__s__Burkholderia_Unclassified_AU28942",5634,100,4052798212,99.99,1,1216,1216,1216,1,1216,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_callitrichos","LKT__s__Bifidobacterium_callitrichos",5534,100,4052803746,99.99,1,1115,1115,1115,1,1115,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus_Unclassified_AF42_10","LKT__s__Ruminococcus_Unclassified_AF42_10",5492,100,4052809238,99.99,1,849,849,849,1,849,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Actinomycetia",5410,100,4052814648,99.99,2,1456,870,870,2,586,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_cochlearium","LKT__s__Clostridium_cochlearium",5398,100,4052820046,99.99,2,1332,800,800,2,532,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Brachymonas","s__Brachymonas_chironomi","LKT__s__Brachymonas_chironomi",5382,100,4052825428,99.99,1,1018,1018,1018,1,1018,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_jacchi","LKT__s__Bifidobacterium_jacchi",5355,100,4052830783,99.99,1,1358,1358,1358,1,1358,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Trinickia","s__Trinickia_symbiotica","LKT__s__Trinickia_symbiotica",5307,100,4052836090,99.99,1,938,938,938,1,938,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_aloeverae","LKT__s__Achromobacter_aloeverae",5231,100,4052841321,99.99,2,1547,815,815,2,732,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_Unclassified_HH41S","LKT__s__Escherichia_Unclassified_HH41S",5223,100,4052846544,99.99,1,1234,1234,1234,1,1234,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_contaminans","LKT__s__Burkholderia_contaminans",5155,100,4052851699,99.99,1,1164,1164,1164,1,1164,0,0
"d__Eukaryota","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria","s__Xylaria_Unclassified_MSU_SB201401","LKT__s__Xylaria_Unclassified_MSU_SB201401",5073,100,4052856772,99.99,1,942,942,942,1,942,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_canis","LKT__s__Bifidobacterium_canis",5032,100,4052861804,99.99,2,1329,697,697,2,632,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_Unclassified_SECR19_1250","LKT__s__Enterobacter_Unclassified_SECR19_1250",5020,100,4052866824,99.99,1,1052,1052,1052,1,1052,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_chromiireducens","LKT__s__Clostridium_chromiireducens",4949,100,4052871773,99.99,1,772,772,772,1,772,0,0
"d__Eukaryota","k__Fungi","p__Mucoromycota","c__Glomeromycetes","o__Diversisporales","f__Gigasporaceae","g__Gigaspora","s__Gigaspora_rosea","LKT__s__Gigaspora_rosea",4891,100,4052876664,99.99,1,1193,1193,1193,1,1193,0,0
"d__Eukaryota","k__Fungi","p__Mucoromycota","c__Glomeromycetes","o__Archaeosporales","f__Geosiphonaceae","g__Geosiphon","s__Geosiphon_pyriformis","LKT__s__Geosiphon_pyriformis",4863,100,4052881527,99.99,1,1045,1045,1045,1,1045,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_Unclassified_N","LKT__s__Bordetella_Unclassified_N",4848,100,4052886375,99.99,1,856,856,856,1,856,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_5","LKT__s__Bordetella_genomosp_5",4801,100,4052891176,99.99,1,929,929,929,1,929,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Corynebacteriales","f__Nocardiaceae","g__Nocardia","s__Unclassified","LKT__g__Nocardia",4768,100,4052895944,99.99,1,891,891,891,1,891,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_Unclassified_lig30","LKT__s__Burkholderia_Unclassified_lig30",4760,100,4052900704,99.99,1,974,974,974,1,974,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Erwiniaceae","g__Pantoea","s__Pantoea_Unclassified_OV426","LKT__s__Pantoea_Unclassified_OV426",4742,100,4052905446,99.99,1,850,850,850,1,850,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_AF17_1","LKT__s__Bacteroides_Unclassified_AF17_1",4666,100,4052910112,99.99,2,1467,832,832,2,635,0,0
