genus,RA,Source,SampleID
Oceanicola,7.273769140968955e-08,woltka,SRR17380245
Kangiella,7.273769140968955e-08,woltka,SRR17380245
Kytococcus,7.273769140968955e-08,woltka,SRR17380245
Parvibaculum,7.273769140968955e-08,woltka,SRR17380245
Thalassobaculum,7.273769140968955e-08,woltka,SRR17380245
Ochrobactrum,7.273769140968955e-08,woltka,SRR17380245
Rhodoluna,7.273769140968955e-08,woltka,SRR17380245
Nesterenkonia,7.273769140968955e-08,woltka,SRR17380245
Rhodopirellula,7.273769140968955e-08,woltka,SRR17380245
Desulfoluna,7.273769140968955e-08,woltka,SRR17380245
Kandleria,7.273769140968955e-08,woltka,SRR17380245
Gillisia,7.273769140968955e-08,woltka,SRR17380245
Seonamhaeicola,7.273769140968955e-08,woltka,SRR17380245
Kroppenstedtia,7.273769140968955e-08,woltka,SRR17380245
Limnothrix,7.273769140968955e-08,woltka,SRR17380245
Fangia,7.273769140968955e-08,woltka,SRR17380245
Loktanella,7.273769140968955e-08,woltka,SRR17380245
Hydrotalea,7.273769140968955e-08,woltka,SRR17380245
Spirillospora,7.273769140968955e-08,woltka,SRR17380245
Isoptericola,7.273769140968955e-08,woltka,SRR17380245
Candidatus Arthromitus,7.273769140968955e-08,woltka,SRR17380245
Lutimaribacter,7.273769140968955e-08,woltka,SRR17380245
Haloactinobacterium,7.273769140968955e-08,woltka,SRR17380245
Alkalilimnicola,7.273769140968955e-08,woltka,SRR17380245
Hellea,7.273769140968955e-08,woltka,SRR17380245
Pseudorhodobacter,3.6368845704844775e-08,woltka,SRR17380245
Celeribacter,3.6368845704844775e-08,woltka,SRR17380245
Geitlerinema,3.6368845704844775e-08,woltka,SRR17380245
Chitinispirillum,3.6368845704844775e-08,woltka,SRR17380245
Caldalkalibacillus,3.6368845704844775e-08,woltka,SRR17380245
Thiomonas,3.6368845704844775e-08,woltka,SRR17380245
Desulfococcus,3.6368845704844775e-08,woltka,SRR17380245
Arhodomonas,3.6368845704844775e-08,woltka,SRR17380245
Maribius,3.6368845704844775e-08,woltka,SRR17380245
Frankia,3.6368845704844775e-08,woltka,SRR17380245
Actinopolymorpha,3.6368845704844775e-08,woltka,SRR17380245
Halothermothrix,3.6368845704844775e-08,woltka,SRR17380245
Azorhizobium,3.6368845704844775e-08,woltka,SRR17380245
Haloarchaeobius,3.6368845704844775e-08,woltka,SRR17380245
Desulfobacter,3.6368845704844775e-08,woltka,SRR17380245
Pyrodictium,3.6368845704844775e-08,woltka,SRR17380245
Variovorax,3.6368845704844775e-08,woltka,SRR17380245
Streptomonospora,3.6368845704844775e-08,woltka,SRR17380245
Nitrosopumilus,3.6368845704844775e-08,woltka,SRR17380245
Catalinimonas,3.6368845704844775e-08,woltka,SRR17380245
Tropicibacter,3.6368845704844775e-08,woltka,SRR17380245
Sulfitobacter,3.6368845704844775e-08,woltka,SRR17380245
Prochlorothrix,3.6368845704844775e-08,woltka,SRR17380245
Flaviflexus,3.6368845704844775e-08,woltka,SRR17380245
Acidovorax,3.6368845704844775e-08,woltka,SRR17380245
Agrobacterium,3.6368845704844775e-08,woltka,SRR17380245
Sporichthya,3.6368845704844775e-08,woltka,SRR17380245
Dactylosporangium,3.6368845704844775e-08,woltka,SRR17380245
Hydrocarboniphaga,3.6368845704844775e-08,woltka,SRR17380245
Thermococcus,3.6368845704844775e-08,woltka,SRR17380245
Pirellula,3.6368845704844775e-08,woltka,SRR17380245
Ornithinimicrobium,3.6368845704844775e-08,woltka,SRR17380245
Thermopetrobacter,3.6368845704844775e-08,woltka,SRR17380245
Dyadobacter,3.6368845704844775e-08,woltka,SRR17380245
Rhodovibrio,3.6368845704844775e-08,woltka,SRR17380245
Spirulina,3.6368845704844775e-08,woltka,SRR17380245
Blastopirellula,3.6368845704844775e-08,woltka,SRR17380245
Oceanobacter,3.6368845704844775e-08,woltka,SRR17380245
Acidocella,3.6368845704844775e-08,woltka,SRR17380245
Elioraea,3.6368845704844775e-08,woltka,SRR17380245
Cylindrospermopsis,3.6368845704844775e-08,woltka,SRR17380245
Micrococcus,3.6368845704844775e-08,woltka,SRR17380245
Enteractinococcus,3.6368845704844775e-08,woltka,SRR17380245
Anaplasma,3.6368845704844775e-08,woltka,SRR17380245
Thermobacillus,3.6368845704844775e-08,woltka,SRR17380245
Herbidospora,3.6368845704844775e-08,woltka,SRR17380245
Methanocaldococcus,3.6368845704844775e-08,woltka,SRR17380245
Pelobacter,3.6368845704844775e-08,woltka,SRR17380245
Aidingimonas,3.6368845704844775e-08,woltka,SRR17380245
Gemmobacter,3.6368845704844775e-08,woltka,SRR17380245
Geobacter,3.6368845704844775e-08,woltka,SRR17380245
Leptospirillum,3.6368845704844775e-08,woltka,SRR17380245
Sulfobacillus,3.6368845704844775e-08,woltka,SRR17380245
Pseudodonghicola,3.6368845704844775e-08,woltka,SRR17380245
Geothrix,3.6368845704844775e-08,woltka,SRR17380245
Desertifilum,3.6368845704844775e-08,woltka,SRR17380245
Mycoplasma,3.6368845704844775e-08,woltka,SRR17380245
Phaeobacter,3.6368845704844775e-08,woltka,SRR17380245
Planktothricoides,3.6368845704844775e-08,woltka,SRR17380245
Methylocystis,3.6368845704844775e-08,woltka,SRR17380245
Actinosynnema,3.6368845704844775e-08,woltka,SRR17380245
Acuticoccus,3.6368845704844775e-08,woltka,SRR17380245
Ottowia,3.6368845704844775e-08,woltka,SRR17380245
Pustulibacterium,3.6368845704844775e-08,woltka,SRR17380245
Herminiimonas,3.6368845704844775e-08,woltka,SRR17380245
Natronorubrum,3.6368845704844775e-08,woltka,SRR17380245
Thermithiobacillus,3.6368845704844775e-08,woltka,SRR17380245
Candidatus Nitrosocosmicus,3.6368845704844775e-08,woltka,SRR17380245
Maribacter,3.6368845704844775e-08,woltka,SRR17380245
Sediminimonas,3.6368845704844775e-08,woltka,SRR17380245
Novispirillum,3.6368845704844775e-08,woltka,SRR17380245
Insolitispirillum,3.6368845704844775e-08,woltka,SRR17380245
Methanobacterium,3.6368845704844775e-08,woltka,SRR17380245
Phycisphaera,3.6368845704844775e-08,woltka,SRR17380245
Acidiphilium,3.6368845704844775e-08,woltka,SRR17380245
Fuerstia,3.6368845704844775e-08,woltka,SRR17380245
Blastochloris,3.6368845704844775e-08,woltka,SRR17380245
BLAUTIA,0.0844910844910844,jams,SRR17380244
ENTEROCLOSTER,0.0811830811830811,jams,SRR17380244
PARABACTEROIDES,0.0753130753130753,jams,SRR17380244
ESCHERICHIA,0.0749190749190749,jams,SRR17380244
PSEUDOMONAS,0.0728930728930729,jams,SRR17380244
BACTEROIDES,0.0707320707320707,jams,SRR17380244
BIFIDOBACTERIUM,0.0666980666980667,jams,SRR17380244
MEDITERRANEIBACTER,0.0648930648930648,jams,SRR17380244
BACILLUS,0.0564960564960564,jams,SRR17380244
ANAEROSTIPES,0.0477910477910477,jams,SRR17380244
MEGASPHAERA,0.0418260418260418,jams,SRR17380244
AKKERMANSIA,0.0408360408360408,jams,SRR17380244
FLAVONIFRACTOR,0.0378670378670378,jams,SRR17380244
STREPTOCOCCUS,0.0359740359740359,jams,SRR17380244
CUTIBACTERIUM,0.0337610337610337,jams,SRR17380244
STAPHYLOCOCCUS,0.0316850316850316,jams,SRR17380244
COLLINSELLA,0.03006503006503,jams,SRR17380244
MEGAMONAS,0.0254810254810254,jams,SRR17380244
LACTOBACILLUS,0.0193550193550193,jams,SRR17380244
UNCLASSIFIED,0.0069000069000069,jams,SRR17380244
CLOSTRIDIOIDES,0.0003160003160003,jams,SRR17380244
SPOROFACIENS,0.0002520002520002,jams,SRR17380244
ENTEROCOCCUS,0.0001550001550001,jams,SRR17380244
CAMPYLOBACTER,8.9000089000089e-05,jams,SRR17380244
PHOCAEICOLA,2.8000028000028e-05,jams,SRR17380244
CITROBACTER,0.0,jams,SRR17380244
PSYCHROBACTER,0.0,jams,SRR17380244
CLOSTRIDIUM,0.0,jams,SRR17380244
PAENIBACILLUS,0.0,jams,SRR17380244
BLAUTIA,0.0842004947970312,jams,SRR17380241
ENTEROCLOSTER,0.080223518658888,jams,SRR17380241
PARABACTEROIDES,0.0752595484427093,jams,SRR17380241
ESCHERICHIA,0.0743685537886772,jams,SRR17380241
PSEUDOMONAS,0.0729845620926274,jams,SRR17380241
BACTEROIDES,0.0707955752265486,jams,SRR17380241
BIFIDOBACTERIUM,0.0670425977444135,jams,SRR17380241
MEDITERRANEIBACTER,0.0644356133863196,jams,SRR17380241
BACILLUS,0.0564546612720323,jams,SRR17380241
ANAEROSTIPES,0.0489057065657606,jams,SRR17380241
MEGASPHAERA,0.0421577470535176,jams,SRR17380241
AKKERMANSIA,0.037668773987356,jams,SRR17380241
FLAVONIFRACTOR,0.0374487753073481,jams,SRR17380241
STREPTOCOCCUS,0.035946784319294,jams,SRR17380241
CUTIBACTERIUM,0.0339047965712205,jams,SRR17380241
STAPHYLOCOCCUS,0.030222818663088,jams,SRR17380241
COLLINSELLA,0.029945820325078,jams,SRR17380241
MEGAMONAS,0.0251188492869042,jams,SRR17380241
LACTOBACILLUS,0.0194378833726997,jams,SRR17380241
UNCLASSIFIED,0.0093449439303364,jams,SRR17380241
CLOSTRIDIOIDES,0.0003959976240142,jams,SRR17380241
SPOROFACIENS,0.00027799833201,jams,SRR17380241
ENTEROCOCCUS,0.0001109993340039,jams,SRR17380241
CAMPYLOBACTER,8.599948400309599e-05,jams,SRR17380241
CITROBACTER,7.999952000287998e-05,jams,SRR17380241
CLOSTRIDIUM,2.6999838000971997e-05,jams,SRR17380241
PHOCAEICOLA,1.0999934000395996e-05,jams,SRR17380241
PSYCHROBACTER,0.0,jams,SRR17380241
PAENIBACILLUS,0.0,jams,SRR17380241
BLAUTIA,0.083877,jams,SRR17380242
ENTEROCLOSTER,0.081339,jams,SRR17380242
ESCHERICHIA,0.075422,jams,SRR17380242
PARABACTEROIDES,0.07519,jams,SRR17380242
PSEUDOMONAS,0.073772,jams,SRR17380242
BACTEROIDES,0.0701799999999999,jams,SRR17380242
BIFIDOBACTERIUM,0.067511,jams,SRR17380242
MEDITERRANEIBACTER,0.062123,jams,SRR17380242
BACILLUS,0.056789,jams,SRR17380242
ANAEROSTIPES,0.04847,jams,SRR17380242
MEGASPHAERA,0.042656,jams,SRR17380242
AKKERMANSIA,0.042022,jams,SRR17380242
FLAVONIFRACTOR,0.038193,jams,SRR17380242
STREPTOCOCCUS,0.034344,jams,SRR17380242
CUTIBACTERIUM,0.034326,jams,SRR17380242
COLLINSELLA,0.030503,jams,SRR17380242
STAPHYLOCOCCUS,0.029201,jams,SRR17380242
MEGAMONAS,0.0233869999999999,jams,SRR17380242
LACTOBACILLUS,0.019658,jams,SRR17380242
UNCLASSIFIED,0.010178,jams,SRR17380242
CLOSTRIDIOIDES,0.000368,jams,SRR17380242
SPOROFACIENS,0.000283,jams,SRR17380242
CAMPYLOBACTER,9.1e-05,jams,SRR17380242
ENTEROCOCCUS,5.2e-05,jams,SRR17380242
PAENIBACILLUS,3.3e-05,jams,SRR17380242
PHOCAEICOLA,1.5e-05,jams,SRR17380242
CLOSTRIDIUM,1.4e-05,jams,SRR17380242
PSYCHROBACTER,3e-06,jams,SRR17380242
CITROBACTER,0.0,jams,SRR17380242
BLAUTIA,0.0835442506327519,jams,SRR17380243
ENTEROCLOSTER,0.080450241350724,jams,SRR17380243
ESCHERICHIA,0.0749212247636742,jams,SRR17380243
PARABACTEROIDES,0.0746622239866719,jams,SRR17380243
PSEUDOMONAS,0.0741432224296673,jams,SRR17380243
BACTEROIDES,0.0711622134866404,jams,SRR17380243
BIFIDOBACTERIUM,0.0675172025516076,jams,SRR17380243
MEDITERRANEIBACTER,0.0637021911065733,jams,SRR17380243
BACILLUS,0.0571941715825147,jams,SRR17380243
ANAEROSTIPES,0.0480611441834325,jams,SRR17380243
MEGASPHAERA,0.0419681259043777,jams,SRR17380243
AKKERMANSIA,0.04111912335737,jams,SRR17380243
FLAVONIFRACTOR,0.0380251140753422,jams,SRR17380243
STREPTOCOCCUS,0.0352411057233171,jams,SRR17380243
CUTIBACTERIUM,0.0331060993182979,jams,SRR17380243
STAPHYLOCOCCUS,0.0309280927842783,jams,SRR17380243
COLLINSELLA,0.0303940911822735,jams,SRR17380243
MEGAMONAS,0.0246630739892219,jams,SRR17380243
LACTOBACILLUS,0.0193900581701745,jams,SRR17380243
UNCLASSIFIED,0.0086390259170777,jams,SRR17380243
CLOSTRIDIOIDES,0.0006130018390055,jams,SRR17380243
SPOROFACIENS,0.0002790008370025,jams,SRR17380243
PAENIBACILLUS,0.0001810005430016,jams,SRR17380243
CAMPYLOBACTER,8.5000255000765e-05,jams,SRR17380243
PHOCAEICOLA,1.000003000009e-05,jams,SRR17380243
ENTEROCOCCUS,0.0,jams,SRR17380243
CITROBACTER,0.0,jams,SRR17380243
PSYCHROBACTER,0.0,jams,SRR17380243
CLOSTRIDIUM,0.0,jams,SRR17380243
BLAUTIA,0.084354,jams,SRR17380246
ENTEROCLOSTER,0.081019,jams,SRR17380246
PARABACTEROIDES,0.075222,jams,SRR17380246
ESCHERICHIA,0.074575,jams,SRR17380246
PSEUDOMONAS,0.072586,jams,SRR17380246
BACTEROIDES,0.070841,jams,SRR17380246
BIFIDOBACTERIUM,0.066513,jams,SRR17380246
MEDITERRANEIBACTER,0.064882,jams,SRR17380246
BACILLUS,0.057099,jams,SRR17380246
ANAEROSTIPES,0.048046,jams,SRR17380246
MEGASPHAERA,0.042101,jams,SRR17380246
AKKERMANSIA,0.038011,jams,SRR17380246
FLAVONIFRACTOR,0.037496,jams,SRR17380246
STREPTOCOCCUS,0.035586,jams,SRR17380246
CUTIBACTERIUM,0.033638,jams,SRR17380246
STAPHYLOCOCCUS,0.0315239999999999,jams,SRR17380246
COLLINSELLA,0.029962,jams,SRR17380246
MEGAMONAS,0.02522,jams,SRR17380246
LACTOBACILLUS,0.019315,jams,SRR17380246
UNCLASSIFIED,0.00809,jams,SRR17380246
CLOSTRIDIOIDES,0.000419,jams,SRR17380246
SPOROFACIENS,0.000295,jams,SRR17380246
PHOCAEICOLA,1e-05,jams,SRR17380246
ENTEROCOCCUS,0.0,jams,SRR17380246
CITROBACTER,0.0,jams,SRR17380246
CAMPYLOBACTER,0.0,jams,SRR17380246
PSYCHROBACTER,0.0,jams,SRR17380246
CLOSTRIDIUM,0.0,jams,SRR17380246
PAENIBACILLUS,0.0,jams,SRR17380246
BLAUTIA,0.084012915987084,jams,SRR17380245
ENTEROCLOSTER,0.0809659190340809,jams,SRR17380245
PARABACTEROIDES,0.0754369245630754,jams,SRR17380245
ESCHERICHIA,0.0745539254460745,jams,SRR17380245
PSEUDOMONAS,0.0728849271150728,jams,SRR17380245
BACTEROIDES,0.0705109294890705,jams,SRR17380245
BIFIDOBACTERIUM,0.0669459330540669,jams,SRR17380245
MEDITERRANEIBACTER,0.0644759355240644,jams,SRR17380245
BACILLUS,0.0566379433620566,jams,SRR17380245
ANAEROSTIPES,0.048073951926048,jams,SRR17380245
MEGASPHAERA,0.0419959580040419,jams,SRR17380245
AKKERMANSIA,0.0375839624160375,jams,SRR17380245
FLAVONIFRACTOR,0.0373069626930373,jams,SRR17380245
STREPTOCOCCUS,0.036054963945036,jams,SRR17380245
CUTIBACTERIUM,0.0338229661770338,jams,SRR17380245
STAPHYLOCOCCUS,0.0319189680810319,jams,SRR17380245
COLLINSELLA,0.03001796998203,jams,SRR17380245
MEGAMONAS,0.0255739744260255,jams,SRR17380245
LACTOBACILLUS,0.0193559806440193,jams,SRR17380245
UNCLASSIFIED,0.0077499922500077,jams,SRR17380245
SPOROFACIENS,0.0003739996260003,jams,SRR17380245
CLOSTRIDIOIDES,0.0002879997120002,jams,SRR17380245
ENTEROCOCCUS,0.0001779998220001,jams,SRR17380245
CAMPYLOBACTER,7.7999922000078e-05,jams,SRR17380245
PHOCAEICOLA,1.0999989000011e-05,jams,SRR17380245
PAENIBACILLUS,1.0999989000011e-05,jams,SRR17380245
CITROBACTER,0.0,jams,SRR17380245
PSYCHROBACTER,0.0,jams,SRR17380245
CLOSTRIDIUM,0.0,jams,SRR17380245
unclassified,0.1003278726443189,wgsa2,SRR17380244
Pseudomonas,0.0734260636991448,wgsa2,SRR17380244
Parabacteroides,0.0722512856363294,wgsa2,SRR17380244
Bifidobacterium,0.0674550868042293,wgsa2,SRR17380244
Bacteroides,0.0641798603474969,wgsa2,SRR17380244
Enterocloster,0.0591870535805318,wgsa2,SRR17380244
Mediterraneibacter,0.0477805977185566,wgsa2,SRR17380244
Anaerostipes,0.0428787905994624,wgsa2,SRR17380244
Blautia,0.0414308614197101,wgsa2,SRR17380244
Akkermansia,0.0404423435057142,wgsa2,SRR17380244
Bacillus,0.0394685864041656,wgsa2,SRR17380244
Streptococcus,0.0356405142606187,wgsa2,SRR17380244
Cutibacterium,0.0340793681276624,wgsa2,SRR17380244
Staphylococcus,0.0311265969449074,wgsa2,SRR17380244
Flavonifractor,0.0299903187331144,wgsa2,SRR17380244
Collinsella,0.0276001323299227,wgsa2,SRR17380244
Megamonas,0.0229092374381681,wgsa2,SRR17380244
Lactobacillus,0.019519424468314,wgsa2,SRR17380244
Escherichia,0.0189066224917651,wgsa2,SRR17380244
Megasphaera,0.0092877466691541,wgsa2,SRR17380244
Lachnoclostridium,0.0042278314662173,wgsa2,SRR17380244
Clostridioides,0.0011081261468162,wgsa2,SRR17380244
Coprococcus,0.0008644966547738,wgsa2,SRR17380244
Oscillibacter,0.0006805191058173,wgsa2,SRR17380244
Roseburia,0.0006694104531508,wgsa2,SRR17380244
Dysosmobacter,0.0005694325791521,wgsa2,SRR17380244
Faecalibacterium,0.0004921285304591,wgsa2,SRR17380244
Anaerobutyricum,0.0002771076233661,wgsa2,SRR17380244
Clostridium,0.0002151730804172,wgsa2,SRR17380244
Eubacterium,0.000210455707367,wgsa2,SRR17380244
Longicatena,0.0002075644142072,wgsa2,SRR17380244
Paenibacillus,0.0002028470411571,wgsa2,SRR17380244
Lacrimispora,0.0001982818414311,wgsa2,SRR17380244
Citrobacter,0.000179868869203,wgsa2,SRR17380244
Ruthenibacterium,0.0001754558428013,wgsa2,SRR17380244
Faecalibacillus,0.0001543037507376,wgsa2,SRR17380244
Enterococcus,0.0001514124575778,wgsa2,SRR17380244
Shigella,0.0001311734054594,wgsa2,SRR17380244
Enterobacter,0.0001191517128477,wgsa2,SRR17380244
Streptomyces,0.0001086517534779,wgsa2,SRR17380244
Erysipelatoclostridium,0.000100282220647,wgsa2,SRR17380244
Selenomonas,9.17605144919222e-05,wgsa2,SRR17380244
Klebsiella,8.947791462893904e-05,wgsa2,SRR17380244
Faecalicatena,8.795618138695028e-05,wgsa2,SRR17380244
Olsenella,7.958664855601211e-05,wgsa2,SRR17380244
Intestinimonas,7.365188891225595e-05,wgsa2,SRR17380244
Salmonella,6.939103583468742e-05,wgsa2,SRR17380244
Acidaminococcus,6.208671627314137e-05,wgsa2,SRR17380244
Campylobacter,6.132584965214699e-05,wgsa2,SRR17380244
Flintibacter,5.934759643756161e-05,wgsa2,SRR17380244
Aminipila,5.676064992618072e-05,wgsa2,SRR17380244
Hungatella,5.554326333258972e-05,wgsa2,SRR17380244
Christensenella,5.386935676640208e-05,wgsa2,SRR17380244
Amedibacterium,5.2499796848612194e-05,wgsa2,SRR17380244
Phocaeicola,5.128241025502119e-05,wgsa2,SRR17380244
Massilistercora,4.9912850337231305e-05,wgsa2,SRR17380244
Caproiciproducens,4.823894377104367e-05,wgsa2,SRR17380244
Rothia,3.849985102231561e-05,wgsa2,SRR17380244
Faecalitalea,3.713029110452573e-05,wgsa2,SRR17380244
Rhizobium,3.560855786253697e-05,wgsa2,SRR17380244
Anaerocolumna,3.545638453833809e-05,wgsa2,SRR17380244
Pelosinus,3.4543344593144835e-05,wgsa2,SRR17380244
Homo,3.2412918054360574e-05,wgsa2,SRR17380244
Ruminococcus,3.195639808176395e-05,wgsa2,SRR17380244
Solibaculum,3.073901148817294e-05,wgsa2,SRR17380244
Dehalobacter,3.0434664839775183e-05,wgsa2,SRR17380244
Veillonella,3.028249151557631e-05,wgsa2,SRR17380244
Bradyrhizobium,2.921727824618418e-05,wgsa2,SRR17380244
Acinetobacter,2.9065104921985305e-05,wgsa2,SRR17380244
Corynebacterium,2.9065104921985305e-05,wgsa2,SRR17380244
Butyrivibrio,2.8912931597786425e-05,wgsa2,SRR17380244
Nocardioides,2.8608584949388675e-05,wgsa2,SRR17380244
Phascolarctobacterium,2.8608584949388675e-05,wgsa2,SRR17380244
Parolsenella,2.830423830099092e-05,wgsa2,SRR17380244
Acutalibacter,2.799989165259317e-05,wgsa2,SRR17380244
Kosakonia,2.7391198355797668e-05,wgsa2,SRR17380244
Vibrio,2.723902503159879e-05,wgsa2,SRR17380244
Fusobacterium,2.6325985086405537e-05,wgsa2,SRR17380244
Leclercia,2.617381176220666e-05,wgsa2,SRR17380244
Desulfovibrio,2.5869465113808907e-05,wgsa2,SRR17380244
Chryseobacterium,2.5869465113808907e-05,wgsa2,SRR17380244
Treponema,2.556511846541116e-05,wgsa2,SRR17380244
Mesorhizobium,2.206513200883701e-05,wgsa2,SRR17380244
Rhodococcus,2.206513200883701e-05,wgsa2,SRR17380244
Prevotella,2.191295868463813e-05,wgsa2,SRR17380244
Microbacterium,2.130426538784263e-05,wgsa2,SRR17380244
Planococcus,2.1152092063643757e-05,wgsa2,SRR17380244
Mammaliicoccus,1.9934705470052743e-05,wgsa2,SRR17380244
Mahella,1.978253214585387e-05,wgsa2,SRR17380244
Mycolicibacterium,1.932601217325724e-05,wgsa2,SRR17380244
Desulfitobacterium,1.917383884905837e-05,wgsa2,SRR17380244
Geobacter,1.902166552485949e-05,wgsa2,SRR17380244
Flavobacterium,1.8565145552262865e-05,wgsa2,SRR17380244
Pantoea,1.841297222806399e-05,wgsa2,SRR17380244
Dialister,1.826079890386511e-05,wgsa2,SRR17380244
Burkholderia,1.826079890386511e-05,wgsa2,SRR17380244
Nocardia,1.7652105607069608e-05,wgsa2,SRR17380244
Shewanella,1.7043412310274104e-05,wgsa2,SRR17380244
Alistipes,1.673906566187635e-05,wgsa2,SRR17380244
Lachnospira,1.673906566187635e-05,wgsa2,SRR17380244
Raoultella,1.64347190134786e-05,wgsa2,SRR17380244
Geobacillus,1.64347190134786e-05,wgsa2,SRR17380244
Synechococcus,1.6282545689279724e-05,wgsa2,SRR17380244
Cronobacter,1.6130372365080847e-05,wgsa2,SRR17380244
Halomonas,1.6130372365080847e-05,wgsa2,SRR17380244
Cohnella,1.5826025716683097e-05,wgsa2,SRR17380244
Longibaculum,1.5521679068285343e-05,wgsa2,SRR17380244
Mycobacterium,1.5521679068285343e-05,wgsa2,SRR17380244
Pedobacter,1.5217332419887591e-05,wgsa2,SRR17380244
Priestia,1.491298577148984e-05,wgsa2,SRR17380244
Brevundimonas,1.491298577148984e-05,wgsa2,SRR17380244
Virgibacillus,1.491298577148984e-05,wgsa2,SRR17380244
Desulfotomaculum,1.4456465798893213e-05,wgsa2,SRR17380244
Agrobacterium,1.4304292474694336e-05,wgsa2,SRR17380244
Paraburkholderia,1.3847772502097709e-05,wgsa2,SRR17380244
Xanthomonas,1.308690588110333e-05,wgsa2,SRR17380244
Levilactobacillus,1.2934732556904452e-05,wgsa2,SRR17380244
Serratia,1.2934732556904452e-05,wgsa2,SRR17380244
Weizmannia,1.2782559232705578e-05,wgsa2,SRR17380244
Hymenobacter,1.2478212584307826e-05,wgsa2,SRR17380244
Plasmodium,1.232603926010895e-05,wgsa2,SRR17380244
Novosphingobium,1.2173865935910074e-05,wgsa2,SRR17380244
Brevibacillus,1.2173865935910074e-05,wgsa2,SRR17380244
Massilia,1.2021692611711198e-05,wgsa2,SRR17380244
Dickeya,1.2021692611711198e-05,wgsa2,SRR17380244
Deinococcus,1.2021692611711198e-05,wgsa2,SRR17380244
Gordonibacter,1.2021692611711198e-05,wgsa2,SRR17380244
Cellulosilyticum,1.2021692611711198e-05,wgsa2,SRR17380244
Caproicibacterium,1.1869519287512324e-05,wgsa2,SRR17380244
Peribacillus,1.1869519287512324e-05,wgsa2,SRR17380244
Pseudoalteromonas,1.1717345963313446e-05,wgsa2,SRR17380244
Yersinia,1.156517263911457e-05,wgsa2,SRR17380244
Aeromonas,1.156517263911457e-05,wgsa2,SRR17380244
Nostoc,1.126082599071682e-05,wgsa2,SRR17380244
Stenotrophomonas,1.1108652666517942e-05,wgsa2,SRR17380244
Listeria,1.0956479342319069e-05,wgsa2,SRR17380244
Polaribacter,1.0956479342319069e-05,wgsa2,SRR17380244
Polynucleobacter,1.080430601812019e-05,wgsa2,SRR17380244
Aerococcus,1.080430601812019e-05,wgsa2,SRR17380244
Neisseria,1.0652132693921317e-05,wgsa2,SRR17380244
Exiguobacterium,1.0652132693921317e-05,wgsa2,SRR17380244
Bordetella,1.0652132693921317e-05,wgsa2,SRR17380244
Sporosarcina,1.0499959369722438e-05,wgsa2,SRR17380244
Spirosoma,1.0347786045523563e-05,wgsa2,SRR17380244
Monoglobus,1.0195612721324688e-05,wgsa2,SRR17380244
Sphingomonas,1.0195612721324688e-05,wgsa2,SRR17380244
Pluralibacter,1.0195612721324688e-05,wgsa2,SRR17380244
Desulfococcus,1.0195612721324688e-05,wgsa2,SRR17380244
Arthrobacter,1.0195612721324688e-05,wgsa2,SRR17380244
Rossellomorea,1.0043439397125811e-05,wgsa2,SRR17380244
Atopobium,1.0043439397125811e-05,wgsa2,SRR17380244
Lacticaseibacillus,9.891266072926936e-06,wgsa2,SRR17380244
Desulfosarcina,9.891266072926936e-06,wgsa2,SRR17380244
Lelliottia,9.891266072926936e-06,wgsa2,SRR17380244
Lactococcus,9.73909274872806e-06,wgsa2,SRR17380244
Adlercreutzia,9.586919424529184e-06,wgsa2,SRR17380244
Metabacillus,9.434746100330308e-06,wgsa2,SRR17380244
Acetobacterium,9.434746100330308e-06,wgsa2,SRR17380244
Acetivibrio,9.434746100330308e-06,wgsa2,SRR17380244
Micromonospora,9.434746100330308e-06,wgsa2,SRR17380244
Desulfosporosinus,9.282572776131433e-06,wgsa2,SRR17380244
Aureimonas,9.130399451932556e-06,wgsa2,SRR17380244
Brevibacterium,9.130399451932556e-06,wgsa2,SRR17380244
Achromobacter,8.978226127733679e-06,wgsa2,SRR17380244
Filifactor,8.673879479335927e-06,wgsa2,SRR17380244
Thermoanaerobacterium,8.521706155137052e-06,wgsa2,SRR17380244
Cedecea,8.369532830938175e-06,wgsa2,SRR17380244
Lysobacter,8.2173595067393e-06,wgsa2,SRR17380244
Alkalihalobacillus,8.2173595067393e-06,wgsa2,SRR17380244
Pectinatus,8.2173595067393e-06,wgsa2,SRR17380244
Alcaligenes,8.2173595067393e-06,wgsa2,SRR17380244
Acetobacter,8.065186182540423e-06,wgsa2,SRR17380244
Alicyclobacillus,7.913012858341548e-06,wgsa2,SRR17380244
Moorella,7.913012858341548e-06,wgsa2,SRR17380244
Companilactobacillus,7.760839534142672e-06,wgsa2,SRR17380244
Peptoniphilus,7.608666209943795e-06,wgsa2,SRR17380244
Leptotrichia,7.608666209943795e-06,wgsa2,SRR17380244
Slackia,7.608666209943795e-06,wgsa2,SRR17380244
Azospirillum,7.608666209943795e-06,wgsa2,SRR17380244
Capnocytophaga,7.608666209943795e-06,wgsa2,SRR17380244
Sinorhizobium,7.456492885744921e-06,wgsa2,SRR17380244
Sporomusa,7.456492885744921e-06,wgsa2,SRR17380244
Cupriavidus,7.456492885744921e-06,wgsa2,SRR17380244
Aspergillus,7.456492885744921e-06,wgsa2,SRR17380244
Schleiferilactobacillus,7.304319561546045e-06,wgsa2,SRR17380244
Azoarcus,7.304319561546045e-06,wgsa2,SRR17380244
Ruminiclostridium,7.152146237347169e-06,wgsa2,SRR17380244
