Genus,Count
Geminocystis_sp._NIES-3708,3.646491702164856e-07
Gloeocapsa_sp._PCC_7428,1.0088627042656102e-05
Chondrocystis_sp._NIES-4102,2.4309944681099043e-07
Cyanobacterium_aponinum,4.2542403191923325e-06
Gloeomargarita_lithophora,4.4122549596194755e-05
Gloeobacteraceae_cyanobacterium_'cyano_109',1.3005820404387986e-05
Gloeobacter,1.4585966808659425e-06
Chroococcidiopsis_thermalis,1.3005820404387986e-05
Stanieria_cyanosphaera,7.292983404329712e-07
Mycoplasmopsis,1.0142649141947432e-05
Mycoplasma,1.7976564356286395e-06
Ureaplasma,1.4991132553344409e-06
Acholeplasma,2.3155222308746835e-05
Candidatus_Phytoplasma,6.077486170274761e-08
Spiroplasma,6.776397079856357e-06
Mesoplasma,1.823245851082428e-07
Deinococcus,1.161157357708966e-05
Marinithermus,1.0514051074575334e-05
Oceanithermus,2.917193361731885e-06
Meiothermus,8.508480638384664e-07
Thermus,3.443908829822364e-07
Truepera,6.685234787302236e-07
Dehalococcoides,9.845527595845111e-06
Chloroflexus,5.510254127715782e-06
Roseiflexus,6.887817659644728e-07
Ktedonosporobacter,2.856418500029137e-06
Sphaerobacter,9.116229255412141e-07
Candidatus_Promineofilum,7.900732021357188e-07
Anaerolinea,1.2154972340549521e-07
Pelolinea,1.2154972340549521e-07
Brevefilum,1.2154972340549521e-07
Caldilinea,4.254240319192332e-07
Tepidiforma,1.2154972340549521e-07
Fimbriimonas,2.1635850766178147e-05
Chthonomonas,1.4585966808659425e-06
Akkermansia,0.00023629266230028268
Luteolibacter,6.361102191554249e-06
Verrucomicrobium,3.8085580000388495e-06
Roseimicrobium,3.0995179468401277e-06
Methylacidiphilum,1.8880723702320255e-05
Opitutus,3.7680414255703513e-06
Ereboglobus,1.0331726489467092e-06
Lacunisphaera,1.2154972340549521e-07
Coraliomargarita,6.077486170274761e-08
Aureliella,5.670294596866351e-05
Rosistilla,1.5355781723560895e-05
Stieleria,6.523168489428242e-06
Roseimaritima,1.397821819163195e-06
Mariniblastus,1.215497234054952e-06
Bremerella,5.469737553247284e-07
Rhodopirellula,4.254240319192332e-07
Lignipirellula,1.823245851082428e-07
Pirellula,6.077486170274761e-08
Anatilimnocola,6.077486170274761e-08
Bythopirellula,6.156493490488332e-05
Aeoliella,9.784752734142363e-06
Lacipirellula,9.723977872439617e-07
Botrimarina,9.116229255412141e-07
Pirellulimonas,4.861988936219809e-07
Symmachiella,2.558621677685674e-05
Rubinisphaera,1.3248919851198977e-05
Planctomyces,8.670546936258658e-06
Gimesia,2.535179945314614e-06
Polystyrenella,3.2818425319483706e-06
Fuerstia,1.6409212659741853e-06
Alienimonas,7.292983404329712e-07
Caulifigura,6.685234787302236e-07
Maioricimonas,3.646491702164856e-07
Crateriforma,3.03874308513738e-07
Thalassoglobus,3.03874308513738e-07
Gemmata,1.118257455330556e-05
Urbifossiella,1.3066595266090734e-05
Telmatocola,1.0088627042656102e-05
Frigoriglobus,4.740439212814313e-06
Tuwongella,4.6796643511115655e-06
Limnoglobus,2.1878950212989136e-06
Paludisphaera,1.0210176766061597e-05
Aquisphaera,6.07748617027476e-06
Tautonia,2.734868776623642e-06
Isosphaera,1.51937154256869e-06
Singulisphaera,1.2154972340549521e-07
Sedimentisphaera,1.1952389468207027e-05
Limihaloglobus,2.4309944681099043e-07
Anaerohalosphaera,6.077486170274761e-08
Poriferisphaera,1.2033422617144025e-05
Phycisphaera,5.1050883830307985e-06
Humisphaera,2.2486698830016613e-06
Candidatus_Kuenenia,5.955936446869265e-06
Chlamydia,2.7227138042830923e-06
Neochlamydia,2.734868776623642e-06
Candidatus_Protochlamydia,1.620662978739936e-07
Simkania,2.2486698830016613e-06
Waddlia,2.4309944681099043e-07
Kiritimatiella,2.4917693298126515e-06
Leptospira,2.728116014212226e-05
Turneriella,5.165863244733546e-06
Treponema,8.508480638384665e-06
Sediminispirochaeta,4.132690595786837e-06
Oceanispirochaeta,3.221067670245623e-06
Spirochaeta,1.620662978739936e-07
Sphaerochaeta,6.077486170274761e-08
Borrelia,1.3492019298009968e-05
Borreliella,1.2154972340549521e-07
Brachyspira,1.7016961276769327e-07
Fusobacterium,1.368649885545876e-05
Ilyobacter,4.454797362811399e-05
Leptotrichia,3.909849436210095e-06
Sebaldella,6.077486170274761e-08
Streptobacillus,6.077486170274761e-08
Pseudoleptotrichia,6.077486170274761e-08
Terriglobus,8.14383146816818e-06
Edaphobacter,3.970624297912843e-06
Granulicella,1.5315265149092396e-06
Acidisarcina,2.6740939149208943e-06
Acidobacterium,4.861988936219809e-07
Candidatus_Koribacter,7.292983404329712e-07
Paludibaculum,2.4917693298126515e-06
Candidatus_Solibacter,2.3094447447044087e-06
Luteitalea_pratensis,4.6431994340899166e-05
Thermotomaculum,1.1851098032035782e-05
Sulfurihydrogenibium,2.714610489389393e-05
Persephonella,7.900732021357188e-06
Aquifex,6.077486170274761e-08
Hydrogenobaculum,1.2154972340549521e-07
Jonquetella,2.9111158755616102e-05
Fretibacterium,2.9779682234346327e-06
Aminobacterium,6.07748617027476e-07
Cloacibacillus,5.469737553247284e-07
Thermovirga,6.077486170274761e-08
Pseudothermotoga,1.3127370127793482e-05
Fervidobacterium,3.4844254042908625e-06
Thermosipho,3.6464917021648562e-06
Athalassotoga,6.1990358936802555e-06
Mesotoga,2.0055704361906707e-06
Defluviitoga,1.2154972340549521e-07
Petrotoga,6.077486170274761e-08
Marinitoga,1.2154972340549521e-07
Desulfurispirillum,2.5160792744937508e-05
Denitrovibrio,3.4641671170566134e-06
Flexistipes,2.613319053218147e-06
Calditerrivibrio,1.7016961276769328e-06
Geovibrio,9.723977872439617e-07
Deferribacter,6.077486170274761e-08
Thermodesulfovibrio,3.7680414255703513e-06
Dissulfurispira,1.2154972340549521e-07
Nitrospira,8.812354946898402e-07
Leptospirillum,3.646491702164856e-07
Caldimicrobium,5.226638106436294e-06
Thermodesulfobacterium,2.0258287234249202e-07
Thermosulfuriphilus,1.823245851082428e-07
Dictyoglomus,2.3499613191729073e-06
Candidatus_Nanosynbacter,1.215497234054952e-06
Candidatus_Babela_massiliensis,2.6740939149208943e-06
Endomicrobium,1.620662978739936e-07
Elusimicrobium,6.077486170274761e-08
Caldithrix,1.2154972340549521e-07
Homo,0.0006165001971126716
Fusarium,2.127120159596166e-05
Pochonia,1.920485629806824e-05
Drechmeria,3.889591148975847e-06
Colletotrichum,9.177004117114888e-06
Pyricularia,2.2030887367246005e-05
Neurospora,4.80121407451706e-06
Thermothelomyces,2.4917693298126515e-06
Thermothielavioides,2.3094447447044087e-06
Botrytis,3.160292808542875e-06
Aspergillus,5.761456889420473e-06
Talaromyces,6.077486170274761e-08
Zymoseptoria,3.950366010678594e-06
Cercospora,4.254240319192332e-07
Tetrapisispora,2.362116291513457e-05
Saccharomyces,6.1990358936802555e-06
Naumovozyma,4.132690595786837e-06
Kazachstania,4.092174021318338e-06
Eremothecium,2.40060703725853e-06
Kluyveromyces,2.0663452978934185e-06
Lachancea,9.116229255412141e-07
Nakaseomyces,2.4309944681099043e-07
Torulaspora,8.10331489369968e-08
Zygotorulaspora,6.077486170274761e-08
Candida,5.408962691544537e-06
Debaryomyces,6.806784510707731e-06
Scheffersomyces,1.823245851082428e-07
Brettanomyces,4.0111408723813415e-06
Pichia,3.7680414255703513e-06
Sugiyamaella,4.375790042597827e-06
Yarrowia,1.0939475106494568e-06
Komagataella,5.469737553247284e-07
Schizosaccharomyces,7.232208542626964e-06
Sporisorium,9.359328702223131e-06
Ustilago,3.646491702164856e-07
Malassezia,4.861988936219809e-07
Cryptococcus,6.036969595806262e-06
Plasmodium,1.566121436186188e-05
Theileria,3.0508980574779296e-05
Toxoplasma,6.381360478788498e-06
Besnoitia,1.8232458510824281e-06
Neospora,1.2154972340549521e-07
Cryptosporidium,1.2154972340549521e-07
Thalassiosira,7.2929834043297125e-06
Phaeodactylum,1.0331726489467092e-06
Dictyostelium,1.1425674000116549e-05
Leishmania,2.3094447447044087e-06
Trypanosoma,1.9447955744879234e-06
Cryptomonas_paramecium,1.2154972340549521e-07
Methanolobus,6.247655783042453e-05
Methanosarcina,8.67561150806722e-06
Methanococcoides,4.07191573408409e-06
Methanohalophilus,1.2154972340549521e-07
Methanomethylovorans,6.077486170274761e-08
Methanothrix,3.4033922553538657e-06
Methanolacinia,6.32058561708575e-06
Methanoculleus,3.4033922553538657e-06
Methanofollis,1.2762720957576996e-06
Methanoplanus,6.077486170274761e-08
Methanospirillum,6.401618766022747e-06
Methanoregula,6.077486170274761e-08
Methanocella,4.2137237447238334e-06
Halorubrum,3.2818425319483706e-06
Candidatus_Halobonum,2.1878950212989136e-06
Halopenitus,1.9447955744879234e-06
Salinigranum,1.3370469574604472e-06
Halolamina,6.077486170274761e-08
Haloferax,2.333754689385508e-06
Halobellus,4.740439212814313e-06
Haloplanus,2.2182824521502872e-06
Haloprofundus,2.4309944681099043e-07
Halogeometricum,6.077486170274761e-08
Halalkaliarchaeum_desulfuricum,6.928334234113227e-06
Haloarcula,9.177004117114888e-06
Halosimplex,3.616104271313482e-06
Halorientalis,2.3094447447044087e-06
Halomicrobium,1.7624709893796804e-06
Natronomonas,2.4309944681099043e-07
Halorhabdus,1.51937154256869e-07
Halapricum,2.4309944681099043e-07
Halobacterium,2.6740939149208943e-06
Halarchaeum,2.0663452978934185e-06
Halorussus,1.3775635319289456e-06
Halodesulfurarchaeum,1.51937154256869e-06
Halalkalicoccus,1.397821819163195e-06
Salarchaeum,4.254240319192332e-07
Natrinema,2.2486698830016613e-06
Halovivax,2.228411595767412e-06
Haloterrigena,8.682123100392515e-07
Halobiforma,2.0663452978934185e-06
Natronococcus,1.0939475106494568e-06
Natronobacterium,8.508480638384664e-07
Natronorubrum,6.07748617027476e-07
Salinarchaeum,4.861988936219809e-07
Halostagnicola,2.4309944681099043e-07
Natrarchaeobaculum,1.2154972340549521e-07
Halopiger,6.077486170274761e-08
Methanotorris,2.941503306412984e-05
Methanocaldococcus,8.10331489369968e-08
Methanothermococcus,1.2154972340549521e-07
Methanobacterium,2.3499613191729073e-06
Methanobrevibacter,2.79564363832639e-06
Methanothermobacter,6.482651914959744e-07
Methanothermus,1.51937154256869e-06
Thermococcus,3.056107331338165e-06
Pyrococcus,1.7422127021454313e-06
Archaeoglobus,1.0453276212872588e-05
Geoglobus,7.900732021357188e-07
Methanopyrus,7.292983404329712e-07
Thermosphaera,1.4768291393767668e-05
Ignicoccus,1.087870024479182e-05
Thermogladius,6.077486170274761e-08
Metallosphaera,2.181817535128639e-05
Sulfolobus,1.215497234054952e-06
Saccharolobus,6.077486170274761e-08
Pyrobaculum,4.861988936219809e-07
Caldivirga,3.646491702164856e-07
Thermofilum,2.0258287234249202e-07
Candidatus_Nitrosopumilus_sediminis,7.779182297951694e-06
Nitrosarchaeum_sp._AC2,2.4309944681099043e-07
Candidatus_Nitrosomarinus_catalina,1.2154972340549521e-07
Nitrososphaera,2.917193361731885e-06
Ferroplasma,1.823245851082428e-07
Picrophilus,1.2154972340549521e-07
Gequatrovirus,1.750316017039131e-05
Alphatrevirus,4.31501518089508e-06
Sinsheimervirus,7.11065881922147e-06
Eragrovirus,1.2154972340549521e-07
Begomovirus,1.2154972340549521e-07
Eneladusvirus,1.063560079798083e-05
Gelderlandvirus,6.016711308572013e-06
Schizotequatrovirus,4.861988936219809e-07
Psychrobacter_phage_pOW20-A,1.7016961276769328e-06
Synechococcus_phage_ACG-2014d,1.2154972340549521e-07
Tidunavirus,6.077486170274761e-08
Bacillus_phage_vB_BanS-Tsamsa,6.07748617027476e-06
Rhodobacter_phage_RcapNL,1.2154972340549521e-07
Bronvirus,7.900732021357188e-07
Coopervirus,4.861988936219809e-07
Chenonavirus,4.861988936219809e-07
Timquatrovirus,2.4309944681099043e-07
Phayoncevirus,6.077486170274761e-08
Pahexavirus,6.077486170274761e-08
Likavirus,6.077486170274761e-08
Baxtervirus,6.077486170274761e-08
Omegavirus,1.2154972340549521e-07
Cheoctovirus,6.077486170274761e-08
Bacillus_virus_SIOphi,2.4309944681099043e-07
Percavirus,4.861988936219809e-07
Avipoxvirus,7.657632574546197e-06
Parapoxvirus,9.116229255412141e-07
Chlorovirus,4.07191573408409e-06
Chrysochromulina_ericina_virus,1.2154972340549521e-07
Moumouvirus,1.2154972340549521e-07
Yellowstone_lake_mimivirus,1.2154972340549521e-07
Aviadenovirus,1.2762720957576996e-06
Betacoronavirus,6.077486170274761e-08
Autographa_californica_multiple_nucleopolyhedrovirus,3.646491702164856e-07
